SN,NEWID,GENDER,PSLE,REPEAT,INTAKE,SEC SCHOOL,PW,KI,GP,KI (A),MA2,FM2,CP2,PH2,CH2,BY2,EL2,EL2 (A),ELL2,EC2,EC2 (A),EH2,EH2 (A),EG2,EG2 (A),S1_2,S2_2,S3_2,S4_2,S5_2,FR2,GM2,JP2,SP2,MA1,PH1,CH1,BY1,EL1,EC1,EH1,EG1,MA3-MOE,PH3-MOE,CH3-MOE,BY3-MOE,EC3-MOE,S1_3-MOE,NO OF CCA
376,20180376,M,232,NA,DSA (CCA),ST. ANDREW'S SECONDARY SCHOOL,1,,0.16,,0.23,,,0.12,0.29,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
377,20180377,F,246,NA,JAE Ordinary Admission,NAN CHIAU HIGH SCHOOL,1,,0.61,,0.08,,,,,,0.24,,,0.51,,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,1
378,20180378,M,256,NA,IP (X),SCHOOL X,1,,0.98,,0.98,,,,0.96,0.91,,,,0.96,,,,,,,,,,,,,,,,,,,,,,,0.32,,,,,,1
379,20180379,M,245,NA,JAE Ordinary Admission,CATHOLIC HIGH SCHOOL,1,,0.61,,0.48,,,0.5,0.48,,,,,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
380,20180380,M,259,NA,IP (X),SCHOOL X,1,,0.49,,0.34,,,,MC,0.27,,,,MC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
381,20180381,M,232,NA,JAE Ordinary Admission,WEST SPRING SECONDARY SCHOOL,1,,0.49,,0.11,,,0.18,0.21,,,,,,,,,,,,,,,,,,,,,,,,,0.44,,,,,,,,,1
382,20180382,M,260,NA,IP (X),SCHOOL X,1,,0.24,,0.36,,,,0.37,0.01,,,,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
383,20180383,F,250,NA,JAE Ordinary Admission,CRESCENT GIRLS' SCHOOL,1,,,0.85,,,,,,,,0.59,,,0.27,,,,0.92,,,,,,,,,,,,,,,,,,,,,,,,2
384,20180384,M,242,NA,JAE Ordinary Admission,ST. JOSEPH'S INSTITUTION,1,,0.73,,0.14,,,0.04,0.15,,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
385,20180385,M,257,NA,IP (X),SCHOOL X,1,,0.94,,0.77,,,0.84,0.87,,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,0.74,,,,3
386,20180386,M,254,NA,JAE Ordinary Admission,"SCHOOL OF SCIENCE AND TECHNOLOGY, SINGAPORE",1,,0.61,,0.11,,,,,,0.83,,,0.94,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,1
387,20180387,M,257,NA,IP (X),SCHOOL X,1,,0.67,,0.58,,,,0.61,0.83,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,0.77,,,2
388,20180388,M,206,NA,DSA (CCA),CATHOLIC HIGH SCHOOL,1,,0.06,,0,,,0.01,0.02,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,,,,,1
389,20180389,F,247,NA,JAE Ordinary Admission,ANGLICAN HIGH SCHOOL,1,,0.55,,0.79,,,,0.63,0.66,,,,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
390,20180390,F,270,NA,IP (Y),SCHOOL Y,1,,0.98,,0.55,,,0.9,0.88,,,,,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
391,20180391,F,259,NA,IP (Y),SCHOOL Y,1,,0.29,,0.46,,,,0.52,,,,,,,,,0.36,,,,,,,,,,,,,,,,0.8,,,,,,,,,1
392,20180392,F,262,NA,IP (Y),SCHOOL Y,1,,0.43,,0.21,,,,0.14,0.27,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
393,20180393,F,234,NA,DSA (CCA),TEMASEK SECONDARY SCHOOL,1,,0.21,,0.09,,,,,,,,,0.08,,,,0.71,,,,,,,,,,,,,,,0.35,,,,,,,,,,1
394,20180394,F,268,NA,IP (Y),SCHOOL Y,1,,,0.82,,,,,,,,0.98,,,0.14,,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,2
395,20180395,F,261,NA,IP (Y),SCHOOL Y,1,,0.67,,0.58,,,0.3,0.74,,,,,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
396,20180396,F,259,NA,IP (Y),SCHOOL Y,1,,0.43,,0.03,,,,,0.07,,,,0.18,,,,,,,,,,,,,,,,,0.52,,,,,,,,,,,,1
397,20180397,F,257,NA,IP (Y),SCHOOL Y,1,,0.36,,0,,,,0.08,,,,,,,,,,,,,,0.07,,,,,,,,,,,0.32,,,,,,,,,1
398,20180398,M,247,NA,JAE Ordinary Admission,CATHOLIC HIGH SCHOOL,1,,0.29,,0.88,,,0.73,0.46,,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
399,20180399,M,0,NA,IP (X),SCHOOL X,1,,0.24,,0.71,,,,0.56,0.6,,,,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
400,20180400,M,264,NA,IP (X),SCHOOL X,1,,0.81,,0.88,,,,0.84,0.73,,,,,,,,0.66,,,,,,,,,,,,,,,,,,,,,,,,,1
401,20180401,F,260,NA,IP (Y),SCHOOL Y,1,,0.29,,0.01,,,,0.17,0.08,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
402,20180402,F,252,NA,Appeals (Academic),METHODIST GIRLS' SCHOOL (SECONDARY),1,,0.55,,0.2,,,0.25,0.23,,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
403,20180403,F,240,NA,JAE Ordinary Admission,CHUNG CHENG HIGH SCHOOL (MAIN),1,,0.24,,0.39,,,,0.13,0.24,,,,,,,,,,,,0.14,,,,,,,,,,,,,,,,,,,,,1
404,20180404,M,248,NA,JAE Ordinary Admission,CHUNG CHENG HIGH SCHOOL (MAIN),1,,0.36,,0.85,,,0.82,0.85,,,,,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
405,20180405,F,253,NA,IP (Y),SCHOOL Y,1,,0.29,,0.21,,,,0.16,0.02,,,,,,,,,,,,,,,,,,,,,,,,0.16,,,,,,,,,2
406,20180406,M,242,NA,JAE Ordinary Admission,CHUNG CHENG HIGH SCHOOL (MAIN),1,,0.36,,0.27,,,0.07,0.27,,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
407,20180407,F,255,NA,IP (Y),SCHOOL Y,1,,0.04,,0.65,,,0.36,0.56,,,,,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
408,20180408,F,258,NA,IP (Y),SCHOOL Y,1,,0.61,,0.68,,,,0.5,0.55,,,,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
409,20180409,F,264,NA,IP (Y),SCHOOL Y,1,,EX,,MC,,,,MC,,,,,EX,,,,EX,,,,,,,,,,,,,,,,,,,,,,,,,1
410,20180410,F,246,NA,JAE Ordinary Admission,CRESCENT GIRLS' SCHOOL,1,,0.94,,0.64,,,,0.76,0.89,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.63,,,1
411,20180411,M,255,NA,IP (X),SCHOOL X,1,,0.21,,0.73,,,0.43,0.4,,,,,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
412,20180412,M,263,NA,IP (X),SCHOOL X,1,,0.78,,0.46,,,,0.59,0.52,,,,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
413,20180413,F,263,NA,IP (Y),SCHOOL Y,1,,0.61,,0.38,,,,0.21,0.26,,,,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
414,20180414,F,232,NA,DSA (CCA),CHIJ ST. NICHOLAS GIRLS' SCHOOL,1,,0.55,,0.13,,,,0.02,,,,,,,0.56,,,,,,,,,,,,,,,,,,0.56,,,,,,,,,1
415,20180415,M,237,NA,JAE Ordinary Admission,MARIS STELLA HIGH SCHOOL,1,,0.08,,0.45,,,0.25,0.32,,,,,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
416,20180416,M,252,NA,JAE Ordinary Admission,NAN CHIAU HIGH SCHOOL,1,,0.08,,0.16,,,0.19,0.19,,,,,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
417,20180417,M,252,NA,JAE Ordinary Admission,NAN CHIAU HIGH SCHOOL,1,,0.73,,0.61,,,0.63,0.59,,,,,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
418,20180418,F,245,NA,JAE Ordinary Admission,NAN HUA HIGH SCHOOL,1,,0.43,,,,,,,,0.76,,0.86,0.56,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1
419,20180419,M,257,NA,IP (X),SCHOOL X,1,,0.93,,0.29,,,,,,,0.14,,,0.38,,,,0.28,,,,,,,,,,,,,,,,,,,,,,,,2
420,20180420,M,261,NA,IP (X),SCHOOL X,1,,0.78,,0.82,,,,0.97,0.99,,,,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
421,20180421,M,255,NA,IP (X),SCHOOL X,1,,0.93,,0.91,,,0.93,0.93,,,,,0.79,,,,,,,,,,,,,,,,,,,,,,,,,0.68,,,,1
422,20180422,M,250,NA,IP (X),SCHOOL X,1,,0.78,,0.26,,,,0.31,,,,,0.18,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,2
423,20180423,F,264,NA,IP (Y),SCHOOL Y,1,,0.78,,0.94,,,,0.97,0.91,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
424,20180424,M,255,NA,IP (X),SCHOOL X,1,,0.49,,0.93,,,0.81,0.83,,,,,,,,,,,,,,,,,,,,,,,,,0.76,,,,,,,,,1
425,20180425,F,248,NA,JAE Ordinary Admission,CRESCENT GIRLS' SCHOOL,1,,0.49,,0.35,,,,0.7,0.9,,,,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
426,20180426,M,240,NA,JAE Ordinary Admission,CHUNG CHENG HIGH SCHOOL (MAIN),1,,0.08,,0.28,,,,0.3,0.34,,,,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
427,20180427,M,251,NA,IP (X),SCHOOL X,1,,0.99,,0.41,,,0.46,0.58,,,,,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,0.52,,2
428,20180428,M,252,NA,JAE Ordinary Admission,NAN HUA HIGH SCHOOL,1,,0.49,,0.68,,,,0.44,0.7,,,,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
429,20180429,F,261,NA,IP (Y),SCHOOL Y,1,,0.78,,0.45,,,0.41,0.57,,,,,,,,,0.16,,,,,,,,,,,,,,,,,,,,,,,,,1
430,20180430,M,247,NA,IP (X),SCHOOL X,1,,0.96,,0.71,,,,,,0.97,,,0.89,,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,1
431,20180431,M,261,NA,IP (X),SCHOOL X,1,,0.36,,0.55,,0.32,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,1
432,20180432,F,249,NA,JAE Ordinary Admission,CEDAR GIRLS' SECONDARY SCHOOL,1,,0.61,,0.77,,,,0.68,0.47,,,,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
433,20180433,F,254,NA,IP (Y),SCHOOL Y,1,,0.36,,0.15,,,,0.1,0.14,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,1
434,20180434,F,257,NA,IP (Y),SCHOOL Y,1,,0.67,,0.16,,,,0.07,0.2,,,,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
435,20180435,F,257,NA,IP (Y),SCHOOL Y,1,,0.21,,,,,,,,0.15,,,0.02,,,,0.04,,,,,,,,,,,0.14,,,,,,,,,,,,,,1
436,20180436,F,261,NA,IP (Y),SCHOOL Y,1,,0.16,,0.19,,,,0.06,0.28,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
437,20180437,F,246,NA,DSA,CRESCENT GIRLS' SCHOOL,1,,0.84,,,,,,0.61,0.65,,,,0.43,,,,,,,,,,,,,,,0.92,,,,,,,,,,,,,,2
438,20180438,M,264,NA,JAE Ordinary Admission,CATHOLIC HIGH SCHOOL,1,,0.98,,0.24,,,,0.52,0.78,,,,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,0.59,,,2
439,20180439,M,214,Repeat Yr1,DSA (CCA),ANGLICAN HIGH SCHOOL,1,,0.08,,0.04,,,,0.02,,,,,MC,,,,,,,,,,,,,,,,,,,,,MC,,,,,,,,0
440,20180440,M,252,NA,IP (X),SCHOOL X,1,,0.78,,,,,,,,0.91,,,0.25,,0.65,,,,,,,,,,,,,0.95,,,,,,,,,,,,,,1
441,20180441,F,243,NA,JAE Ordinary Admission,SINGAPORE CHINESE GIRLS' SCHOOL,1,,0.12,,0.21,,,,0.47,0.33,,,,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
442,20180442,F,265,NA,IP (Y),SCHOOL Y,1,,0.55,,0.77,,,0.4,0.16,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
443,20180443,M,242,NA,JAE Ordinary Admission,NAN HUA HIGH SCHOOL,1,,0.43,,0.77,,,,0.78,0.92,,,,,,,,0.81,,,,,,,,,,,,,,,,,,,,,,,,,1
444,20180444,F,260,NA,IP (Y),SCHOOL Y,1,0.7,,,0.99,,,0.98,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.67,,,,,,2
445,20180445,F,239,NA,JAE Ordinary Admission,CHUNG CHENG HIGH SCHOOL (MAIN),1,,0.29,,0.31,,,0.25,,,,,,0.56,,,,0.45,,,,,,,,,,,,,,,,,,,,,,,,,1
446,20180446,F,255,NA,JAE Ordinary Admission,BUKIT PANJANG GOVT. HIGH SCHOOL,1,,0.49,,0.7,,,0.63,0.68,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1
447,20180447,M,256,NA,DSA (CCA),SCHOOL X,1,,0.73,,0.87,,,,0.62,,,,,0.6,,,,0.69,,,,,,,,,,,,,,,,,,,,,,,,,1
448,20180448,M,244,NA,JAE Ordinary Admission,NAN HUA HIGH SCHOOL,1,,0.55,,0.5,,,,0.54,0.62,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
449,20180449,F,255,NA,IP (Y),SCHOOL Y,1,,0.16,,,,,,,,,,,0.01,,,,,,,,0.17,0.03,,,,,,0.43,,,,,,,,,,,,,,1
450,20180450,M,241,NA,JAE Ordinary Admission,ZHONGHUA SECONDARY SCHOOL,1,,0.49,,0.61,,,,0.31,,0.43,,,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
451,20180451,F,260,NA,IP (Y),SCHOOL Y,1,,0.12,,0.26,,,,0.15,0.46,,,,,,,,,,,,,0.55,,,,,,,,,,,,,,,,,,,,1
452,20180452,F,244,NA,JAE Ordinary Admission,NAN CHIAU HIGH SCHOOL,1,,0.61,,0.36,,,,0.08,0.3,,,,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
453,20180453,M,255,NA,IP (X),SCHOOL X,1,,0.43,,0.08,,,,,,0.08,,,0.41,,,,0.24,,,,,,,,,,,,,,,,,,,,,,,,,1
454,20180454,F,259,NA,IP (Y),SCHOOL Y,1,,0.73,,0.26,,,,0.23,0.21,,,,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
455,20180455,M,257,NA,IP (X),SCHOOL X,1,,0.89,,0.8,,,,0.94,0.94,,,,0.98,,,,,,,,,,,,,,,,,,,,,,,,,0.58,,,,1
456,20180456,F,258,NA,IP (Y),SCHOOL Y,1,,0.93,,0.9,,,0.85,0.83,,,,,,,,,,,,,,0.79,,,,,,,,,,,,,,,,,,,,1
457,20180457,F,258,NA,IP (Y),SCHOOL Y,1,,0.06,,0.86,0.41,,0.51,,,,,,0.16,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,,,1
458,20180458,M,256,NA,IP (X),SCHOOL X,1,,0.95,,0.51,,,,0.67,0.59,,,,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
459,20180459,M,266,NA,IP (X),SCHOOL X,1,,0.49,,0.55,,,0.48,0.48,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,1
460,20180460,F,261,NA,IP (Y),SCHOOL Y,1,,0.78,,0.85,,,,0.54,0.32,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,1
461,20180461,F,265,NA,IP (Y),SCHOOL Y,1,,0.78,,0.7,,,0.36,0.46,,,,,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
462,20180462,F,253,NA,JAE Ordinary Admission,ANDERSON SECONDARY SCHOOL,1,,0.29,,,,,,,,0.13,,,0.02,,0.19,,,,,,,,,,,,,0.31,,,,,,,,,,,,,,1
463,20180463,M,237,NA,JAE Ordinary Admission,COMMONWEALTH SECONDARY SCHOOL,1,,0.89,,0.2,,,,,,0.76,,,0.4,,,,0.86,,,,,,,,,,,,,,,,,,,,,,,,,1
464,20180464,M,237,NA,IP (X),SCHOOL X,1,,0.61,,0.45,,,0.59,0.25,,,,,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
465,20180465,M,262,NA,IP (X),SCHOOL X,1,,0.73,,0.7,,,0.65,0.72,,,,,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
466,20180466,M,259,NA,IP (X),SCHOOL X,1,,,0.28,0.16,,,,,,,0.78,,,,,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,2
467,20180467,F,259,NA,IP (Y),SCHOOL Y,1,,0.89,,0.26,,,,0.3,0.21,,,,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
468,20180468,F,261,NA,IP (Y),SCHOOL Y,1,,0.29,,0.36,,,,0.61,0.2,,,,,,,,,,,,,0.27,,,,,,,,,,,,,,,,,,,,1
469,20180469,M,262,NA,IP (X),SCHOOL X,1,,0.61,,0.83,,,,0.93,0.97,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
470,20180470,F,249,NA,JAE Ordinary Admission,ST. ANTHONY'S CANOSSIAN SECONDARY SCHOOL,1,,0.29,,0.02,,,,,,0.71,,,0.64,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,1
471,20180471,F,250,NA,DSA (CCA),METHODIST GIRLS' SCHOOL (SECONDARY),1,,0.43,,0.39,,,0.46,0.12,,,,,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
472,20180472,M,252,NA,IP (X),SCHOOL X,1,,0.61,,0.29,,,,0.3,0.59,,,,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
473,20180473,F,233,NA,DSA (CCA),PAYA LEBAR METHODIST GIRLS' SCHOOL (SECONDARY),1,,0.29,,0.24,,,0.07,0.04,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,1
474,20180474,F,247,NA,IP (Y),SCHOOL Y,1,,0.36,,0.1,,,,0.05,0.07,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,1
475,20180475,M,236,NA,JAE Ordinary Admission,FUHUA SECONDARY SCHOOL,1,,0.12,,0.82,,,,0.6,0.62,,,,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
476,20180476,F,263,NA,IP (Y),SCHOOL Y,1,,0.84,,0.65,,,,0.64,0.94,,,,,,,,,,,,,0.66,,,,,,,,,,,,,,,,,,,,1
477,20180477,F,267,NA,IP (Y),SCHOOL Y,1,,0.67,,0.34,,,,,,0.69,,,0.5,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,1
478,20180478,F,250,NA,JAE Ordinary Admission,NAN HUA HIGH SCHOOL,1,,0.36,,0.71,,,0.47,0.42,,,,,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
479,20180479,M,251,NA,IP (X),SCHOOL X,1,,0.43,,0.38,,,0.24,0.28,,,,,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
480,20180480,M,243,NA,JAE Ordinary Admission,CATHOLIC HIGH SCHOOL,1,,0.91,,0.59,,,,0.7,0.82,,,,,,,,0.89,,,,,,,,,,,,,,,,,,,,,,,,,1
481,20180481,M,258,NA,DSA,SCHOOL X,1,,0.36,,0.32,,,0.42,0.5,,,,,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
482,20180482,F,247,NA,JAE Ordinary Admission,SINGAPORE CHINESE GIRLS' SCHOOL,1,,0.73,,,,,,,,0.94,,,0.5,,1,,,,,,,,,,,,,0.34,,,,,,,,,,,,,,1
483,20180483,F,265,NA,IP (Y),SCHOOL Y,1,,0.78,,0.17,,,,0.12,0.25,,,,,,,,,,,,,0.55,,,,,,,,,,,,,,,,,,,,2
484,20180484,F,267,NA,IP (Y),SCHOOL Y,1,,0.49,,0.05,,,,0.07,,,,,0.02,,,,,,,,,0.11,,,,,,,,,,,,,,,,,,,,1
485,20180485,F,261,NA,IP (Y),SCHOOL Y,1,,0.89,,0.39,,,0.16,0.24,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,2
486,20180486,M,255,NA,IP (X),SCHOOL X,1,,0.36,,0.74,,,0.37,0.56,,,,,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
487,20180487,M,257,NA,IP (X),SCHOOL X,1,,0.73,,0.86,,,,0.41,0.63,,,,0.27,,,,,,,,,,,,,,,,,,,,,,,0.11,,,,,,1
488,20180488,F,241,NA,JAE Ordinary Admission,XINMIN SECONDARY SCHOOL,1,,0.84,,0.61,,,0.42,0.51,,,,,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
489,20180489,F,254,NA,IP (Y),SCHOOL Y,1,,0.67,,0.66,,,,0.67,0.67,,,,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
490,20180490,F,269,NA,IP (Y),SCHOOL Y,1,,0.81,,0.77,,,,0.8,0.79,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,1
491,20180491,F,245,NA,JAE Ordinary Admission,CRESCENT GIRLS' SCHOOL,1,,0.49,,0.61,,,,0.65,0.64,,,,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
492,20180492,M,238,NA,JAE Ordinary Admission,MARIS STELLA HIGH SCHOOL,1,,0.24,,0.92,0.58,,0.78,,,,,,0.29,,,,,,,,,,,,,,,,,,,,,,,,0.64,,,,,1
493,20180493,M,248,NA,IP (X),SCHOOL X,1,,0.36,,0.5,,,0.21,0.24,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,1
494,20180494,M,244,NA,JAE Ordinary Admission,CHUNG CHENG HIGH SCHOOL (MAIN),1,,0.12,,0.01,,,,0.03,0.19,,,,,,,,0.46,,,,,,,,,,,,,,,,,,,,,,,,,2
495,20180495,F,260,NA,IP (Y),SCHOOL Y,1,,0.87,,0.24,,,,0.56,0.62,,,,,,,,,,,,,,,,,,,,,,,0.85,,,,,,,,,,1
496,20180496,M,251,NA,JAE Ordinary Admission,CATHOLIC HIGH SCHOOL,1,,0,,0.19,,,0.12,0.07,,,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
497,20180497,F,264,NA,IP (Y),SCHOOL Y,1,,0.95,,0.88,,,,0.73,0.88,,,,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
498,20180498,M,253,NA,IP (X),SCHOOL X,1,,0.02,,0.19,,,,0.01,,,,,,,0.13,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,1
499,20180499,F,239,NA,JAE Ordinary Admission,SWISS COTTAGE SECONDARY SCHOOL,1,,0.21,,0.01,,,,0.04,,,,,,,,,0.07,,,,,,,,,,,,,,,,0.8,,,,,,,,,1
500,20180500,F,255,NA,IP (Y),SCHOOL Y,1,,0.49,,0.35,,,,0.61,0.38,,,,,,,,,,,,,0.33,,,,,,,,,,,,,,,,,,,,1