NEWID,GENDER,INTAKE,STREAM,SEC SCHOOL,RELIGION,CITIZENSHIP,REPEAT,MSG,L1R5,EL1,HMTL,MTL2,BT,DT,EM,AM,PHY,CHM,BIO,PC,PE,COM,PA,CH,HA,HMU,LEL,LCL,HSY,GEO,ART,MU,FN,AL,MSP,HH,HG,HL,IH,HZ,HP,IHC,IHE,FR,GM,JP,EM2,AM2,PO2,CO2,BO2,EO2,IH2,CLO,SP
20180301,F,JAE Ordinary Admission,Science,CHIJ ST. NICHOLAS GIRLS' SCHOOL,NO RELIGION,SINGAPORE CITIZEN,,0,8,A1,C6,B3,,,A1,A1,A1,A2,,,,,,,,,A2,,,,,,,,,A2,,,,,,,,,,,,,,,,,,,
20180302,F,JAE Ordinary Admission,Science,NAN CHIAU HIGH SCHOOL,BUDDHIST,SINGAPORE CITIZEN,,0,8,A2,A2,A1,,,A1,A2,,A2,A2,,,,,,,,,,A1,,,,,,,,A1,,,,,,,,,,,,,,,,,,
20180303,F,IP (Y),Science,SCHOOL Y,CHRISTIAN,SINGAPORE CITIZEN,,2.39,6,A2,B3,,,,A1,B3,C5,B3,,,,,,,,,,,,A1,,,,,,,,,A1,,,,,,,,,,,,,,,,
20180304,F,IP (Y),Science,SCHOOL Y,CHRISTIAN,SINGAPORE CITIZEN,,1.44,6,A1,B3,,,,A1,A2,A1,A1,A1,,,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,
20180305,F,IP (Y),Science,SCHOOL Y,CHRISTIAN,SINGAPORE CITIZEN,,1,6,A1,A2,,,,A1,A1,A1,A1,A1,,,,,,,,,,,,,,,,,,,,A1,,,,,A1,,,,,,,,,,,
20180306,M,IP (X),Science,SCHOOL X,BUDDHIST,SINGAPORE CITIZEN,,1.78,6,A1,B3,,,,A1,A2,A2,A2,A1,,,,,,,,,,,B3,,,,,,,,,,,,A1,,,,,,,,,,,,,
20180307,M,IP (X),Arts,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,2.44,6,B4,A1,,,,A1,A2,B4,C5,,,,,,,,,,,,,,,,,,,,,,,,A2,,,,,,,,,,,,,
20180308,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE PR (CHINESE),,1.22,6,A1,A1,,,,A1,A1,A1,A1,A1,,,,,,,,B3,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,
20180309,F,JAE Ordinary Admission,Arts,MARSILING SECONDARY SCHOOL,CHRISTIAN,CHINESE,,0,9,B3,A1,A1,,,A1,A1,A2,B3,,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,
20180310,F,IP (Y),Arts,SCHOOL Y,CHRISTIAN,SINGAPORE CITIZEN,,2.11,6,A1,A1,,,,B3,C6,,B3,A1,,,,,,,,A2,,,A1,,,,,,,,,,,,,,,,,,,,,,,,,
20180311,M,IP (X),Arts,SCHOOL X,NO RELIGION,SINGAPORE PR (CHINESE),,2.58,6,C5,A1,,,,A1,C6,B3,C5,,,,,,,,,,A1,,,,,,,,,,,,,,B4,,,,,,,,,,,,,
20180312,F,IP (Y),Science,SCHOOL Y,BUDDHIST,SINGAPORE CITIZEN,,2.17,6,B3,A2,,,,A1,A2,B3,A2,A2,,,,,,,,,,,,,,,,,,,,A2,,,,,,,,,,,,,,,,
20180313,M,JAE Ordinary Admission,Arts,ANGLICAN HIGH SCHOOL,CHRISTIAN,SINGAPORE CITIZEN,,0,7,A2,B3,A1,,,A1,A1,A1,A1,,,,,,,,,A1,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,
20180314,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,1.67,6,B4,B3,,,,A1,A1,A1,A1,A1,,,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,
20180315,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,2.22,6,B3,B3,,,,A1,A1,B3,A1,A1,,,,,,,,A2,,,,,,,,,,,,,,,B4,,,,,,,,,,,,,
20180316,F,JAE Ordinary Admission,Science,NAN HUA HIGH SCHOOL,NO RELIGION,SINGAPORE CITIZEN,,0,7,A1,C6,A2,,,A1,A1,A2,A1,A2,,,,,,,,,,,A1,,,,,,A2,,,,,,,,,,,,,,,,,,,
20180317,F,JAE Ordinary Admission,Science,NAN HUA HIGH SCHOOL,NO RELIGION,SINGAPORE CITIZEN,,0,6,A1,A2,A1,,,A1,B3,,B3,B3,,,,,,,,A1,,,,,,,A1,,,A1,,,,,,,,,,,,,,,,,,
20180318,F,DSA (CCA),Science,CRESCENT GIRLS' SCHOOL,CHRISTIAN,SINGAPORE CITIZEN,,,12,B3,,B3,,,A1,B3,A2,B3,A2,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180319,M,JAE Ordinary Admission,Science,CATHOLIC HIGH SCHOOL,NO RELIGION,INDONESIAN,,0,6,A1,B3,A1,,,A1,A1,A1,A1,A1,,,,,,,,,,,A2,,,,,,A1,,,,,,,,,,,,,,,,,,,
20180320,F,JAE Ordinary Admission,Science,CHIJ ST. NICHOLAS GIRLS' SCHOOL,NO RELIGION,SINGAPORE CITIZEN,,0,6,A1,B3,A1,,,A1,A2,A1,A1,,,,,,,,,,,A1,,,,,,,,,A1,,,,,,,,,,,,,,,,,
20180321,F,DSA,Science,BUKIT PANJANG GOVT. HIGH SCHOOL,BUDDHIST,MYANMAR,,,6,A2,A1,A1,,,A1,A1,A1,A2,A1,,,,,,,,,,,A1,,,,,,,,A1,,,,,,,,,,,,,,,,,
20180322,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,1.4,6,B3,A1,,,,A1,A1,A2,A1,A1,,,,,,,,,,,,,,,,,,,,A1,,,,,,,B3,,,,,,,,,
20180323,M,JAE Ordinary Admission,Science,NAN HUA HIGH SCHOOL,NO RELIGION,SINGAPORE CITIZEN,,0,8,B3,A2,A2,,,A1,A1,A2,A2,A1,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,
20180324,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE PR (AMERICAN),,1,6,A1,A1,,,,A1,A1,A1,A1,A1,,,,,,,,,,,,,,,,,,,,A1,,,,,,,A2,,,,,,,,,
20180325,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,1.17,6,A1,A1,,,,A1,A1,,A1,A1,,,,,,,,,,,A1,,,,,,,,,A1,,,,,,,,,,,,,,,,
20180326,F,JAE Ordinary Admission,Science,CRESCENT GIRLS' SCHOOL,NO RELIGION,SINGAPORE CITIZEN,,0,6,A1,,A1,,,A1,A1,A2,A2,,,,,,,,,,,,A1,,,,,,A1,,,,,,,,,,,,,,,,,,,
20180327,M,JAE Ordinary Admission,Science,MARIS STELLA HIGH SCHOOL,BUDDHIST,SINGAPORE PR (MALAYSIAN),,0,7,A2,A2,A1,,,A1,A1,A2,A1,A1,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,
20180328,M,JAE Ordinary Admission,Science,XINMIN SECONDARY SCHOOL,NO RELIGION,SINGAPORE CITIZEN,,0,7,A2,,A1,,,A1,A1,A2,A2,A1,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,
20180329,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,1.5,6,A2,B3,,,,A1,A1,A1,A1,,,,,,,,,,,,A1,,,,,,,,,,,,A1,,,,,,,,,,,,,
20180330,F,JAE Ordinary Admission,Science,CHIJ ST. NICHOLAS GIRLS' SCHOOL,BUDDHIST,SINGAPORE CITIZEN,,0,8,A2,A2,A1,,,A2,A2,A1,A2,A1,,,,,,,,,,,A1,,,,,,,,C5,,,,,,,,,,,,,,,,,
20180331,M,IP (X),Arts,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,1.2,6,A1,A1,,,,A1,A1,B3,A1,,,,,,,,,A1,,,,,,,,,,,,,,A1,F9,,,,,,,,,,,,,
20180332,M,DSA (CCA),Science,SCHOOL X,CHRISTIAN,SINGAPORE CITIZEN,,,12,A1,C5,,,,B3,B4,A2,B3,,,,,,,,,,,,A2,,,,,,A1,,,,,,,,,,,,,,,,,,,
20180333,M,JAE Ordinary Admission,Arts,ZHONGHUA SECONDARY SCHOOL,ROMAN CATHOLICISM,SINGAPORE CITIZEN,,0,6,A1,C6,A1,,,A1,A1,A1,A2,,,,,,,,,A1,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,
20180334,F,JAE Ordinary Admission,Science,CHIJ ST. NICHOLAS GIRLS' SCHOOL,NO RELIGION,SINGAPORE CITIZEN,,0,6,A1,B3,A1,,,A1,A1,,A2,A1,,,,,,,,,,,A1,,,,,,A1,,,,,,,,,,,,,,,,,,,
20180335,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,3.78,6,B3,B3,,,,A2,E8,,C6,B4,,,,,,,,,,,B3,,,,,,,,,A2,,,,,,,,,A1,,A2,,,,,
20180336,M,IP (X),Science,SCHOOL X,CHRISTIAN,SINGAPORE CITIZEN,,1,6,A1,A1,,,,A1,A1,A1,A1,A1,,,,,,,,,,,A1,,,,,,,,,,,,A1,,,,,,,,,,,,,
20180337,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE PR (TAIWANESE),,3.44,6,A2,C5,,,,A1,C6,B4,B4,B4,,,,,,,,,,,,,,,,,,,,B3,,,,,,,,,A2,,C6,,,,,
20180338,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,1.4,6,A2,A2,,,,A1,A1,A1,A1,A1,,,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,
20180339,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,1.56,6,A2,A1,,,,A1,A1,A1,A1,A1,,,,,,,,,,A1,,,,,,,,,,,,,A2,,,,,,,,,,,,,
20180340,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE PR (CHINESE),,2.33,6,B4,A1,,,,A1,B3,B4,A2,,,,,,,,,,A1,,,,,,,,,,,A1,,,,,,,,,,,,,,,,
20180341,F,IP (Y),Science,SCHOOL Y,BUDDHIST,SINGAPORE CITIZEN,,2.83,6,A2,A2,,,,A1,B4,B4,B3,A2,,,,,,,,,,,,,,,,,,,,A1,,,,,B3,,,,,,,,,,,
20180342,F,JAE Ordinary Admission,Science,ANGLICAN HIGH SCHOOL,NO RELIGION,SINGAPORE CITIZEN,,0,8,B3,A1,A1,,,A1,A2,,A2,A1,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,
20180343,F,IP (Y),Arts,SCHOOL Y,CHRISTIAN,SINGAPORE CITIZEN,,3.5,6,B4,B4,,,,A2,C5,,B4,B4,,,,,,,,,,B3,,,,,,,,,,B3,,,,,,,,,A1,,,,B3,,,
20180344,M,IP (X),Science,SCHOOL X,CHRISTIAN,SINGAPORE CITIZEN,,2.75,6,A2,A2,,,,A1,B4,A2,B3,,,,,,,,,,,,B4,,,,,,,,,,,,B3,,,,,,,,,,,,,
20180345,M,JAE Ordinary Admission,Science,NEW TOWN SECONDARY SCHOOL,CHRISTIAN,SINGAPORE CITIZEN,,0,7,A2,A2,A1,,,A1,A1,,A1,A2,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,
20180346,M,IP (X),Science,SCHOOL X,BUDDHIST,SINGAPORE CITIZEN,,1.56,6,B4,B4,,,,A1,A1,A1,A1,A1,,,,,,,,A1,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,
20180347,M,IP (X),Arts,SCHOOL X,CHRISTIAN,SINGAPORE CITIZEN,,2.56,6,A1,B3,,,,A1,C6,A1,B4,,,,,,,,,,,,B3,,,,,,,,,,,,A2,,,A1,,,,,,,,,,
20180348,F,JAE Ordinary Admission,Arts,CRESCENT GIRLS' SCHOOL,NO RELIGION,SINGAPORE CITIZEN,,0,7,A1,B3,A2,,,A1,A1,A2,A2,,,,,,,,,,,A1,,,,,,,,,A1,,,,,,,,,,,,,,,,,
20180349,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,3.63,6,B3,C6,,,,A1,C6,B3,B3,,,,,,,,,,,,B4,,,,,,,,,,,,C5,,,,,,A2,,,,,B3,,
20180350,F,JAE Ordinary Admission,Science,ZHONGHUA SECONDARY SCHOOL,NO RELIGION,SINGAPORE CITIZEN,,0,8,B3,B3,A2,,,A1,A1,A1,A1,A1,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,
20180351,F,IP (Y),Science,SCHOOL Y,BUDDHIST,SINGAPORE CITIZEN,,1.33,6,A2,A2,,,,A1,A1,A1,A1,A1,,,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,
20180352,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,1.22,6,A1,A1,,,,A1,A1,,A1,A1,,,,,,,,A2,,,,,,,,,,,,A2,,,,,,,,,,,,,,,,
20180353,M,IP (X),Science,SCHOOL X,BUDDHIST,SINGAPORE CITIZEN,,1.89,6,A1,B3,,,,A1,B3,A2,A2,A2,,,,,,,,,,A1,,,,,,,,,,,,,A1,,,,,,,,,,,,,
20180354,M,IP (X),Science,SCHOOL X,CHRISTIAN,SINGAPORE CITIZEN,,2.25,6,B3,B4,,,,A1,A1,B3,A1,,,,,,,,,,,,B4,,,,,,,,,,,,A2,,,,,,,,,,,,,
20180355,M,JAE Ordinary Admission,Science,NAN HUA HIGH SCHOOL,BUDDHIST,SINGAPORE CITIZEN,,0,7,A2,,B3,,,A1,A1,A1,A1,A2,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,
20180356,F,IP (Y),Science,SCHOOL Y,BUDDHIST,SINGAPORE CITIZEN,,1,6,A1,A2,,,,A1,A1,A1,A1,A1,,,,,,,,,,,,,,,,A1,,,,A1,,,,,,,,,,,,,,,,
20180357,F,IP (Y),Science,SCHOOL Y,CHRISTIAN,SINGAPORE CITIZEN,,2.78,6,A2,A2,,,,A1,C5,B4,B3,A1,,,,,,,,,,,,,,,,,,,,A2,,,,,,,,,,,,,,,,
20180358,F,IP (Y),Arts,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,3.67,6,B3,A2,,,,B3,D7,,B4,C6,,,,,,,,,,,B3,,,,,,,,,A1,,,,,,,,A1,C5,,D7,,,,,
20180359,M,IP (X),Science,SCHOOL X,NO RELIGION,"KOREAN, SOUTH",,2.22,6,A2,C6,,,,A1,A1,A2,A1,,,,,,,,,,,,,,,,,,,,,,,,C5,,,,,,,,,,,,,
20180360,M,IP (X),Science,SCHOOL X,CHRISTIAN,SINGAPORE CITIZEN,,3.13,6,A2,F9,B3,,,A1,A2,A2,B3,,,,,,,,,,,,B3,,,,,,,,,,,,C6,,,,,,,,,,,B3,,
20180361,M,JAE Ordinary Admission,Science,NAN HUA HIGH SCHOOL,ROMAN CATHOLICISM,SINGAPORE CITIZEN,,0,7,A2,,A1,,,A1,A1,A2,A1,A1,,,,,,,,,,,A1,,,,,,A1,,,,,,,,,,,,,,,,,,,
20180362,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,1.89,6,B3,B3,,,,A1,A1,B3,A1,A1,,,,,,,,,,,A1,,,,,,,,,,,,B3,,,,,,,,,,,,,
20180363,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,1.4,6,A1,B3,,,,A1,A1,B3,A1,A1,,,,,,,,,,,A1,,,,,A2,,,,,,,A1,,,,,,,,,,,,,
20180364,F,IP (Y),Arts,SCHOOL Y,OTHERS,SINGAPORE CITIZEN,,3.94,6,B3,C6,,,,B4,D7,,B4,B4,,,,,,,,,,,,,,,,,,,,A2,,,,,,,,A2,C5,,C5,,,,,
20180365,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,1,6,A1,A1,,,,A1,A1,A1,A1,A1,,,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,
20180366,M,JAE Ordinary Admission,Science,NAN HUA HIGH SCHOOL,CHRISTIAN,SINGAPORE PR (MALAYSIAN),,0,6,A1,,A1,,,A1,A1,A1,A1,A2,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,
20180367,M,DSA,Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,,8,A2,C6,B3,,,A1,A1,A2,B3,,,,,,,,,,,,A1,,,,,,A1,,,,,,,,,,,,,,,,,,,
20180368,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,2.25,6,A1,B4,,,,A1,B4,,B3,B3,,,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,
20180369,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,2.13,6,B4,C6,,,,A1,A1,A2,A1,,,,,,,,,,,,B4,,,,,,,,,,,,A2,,,,,,,,,,,,,
20180370,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,1.17,6,A2,A1,,,,A1,A1,A1,A1,A1,,,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,
20180371,F,JAE Ordinary Admission,Science,QUEENSTOWN SECONDARY SCHOOL,NO RELIGION,SINGAPORE PR (CHINESE),,0,8,B3,A1,A1,,,A2,A1,A1,A2,,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,
20180372,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,1.91,6,B4,A2,,,,A1,A1,B4,A1,B3,,,,,,,,,A1,,,,,,,,,,,,,,B3,,,,,,,,,,,,,
20180373,F,JAE Ordinary Admission,Science,BUKIT VIEW SECONDARY SCHOOL,NO RELIGION,CHINESE,,0,9,C5,A1,A1,,,A1,A1,A2,A2,,,,,,,,,,,,,A2,,,,,,A2,,,,,,,,,,,,,,,,,,
20180374,F,DSA (CCA),Science,CEDAR GIRLS' SECONDARY SCHOOL,NO RELIGION,SINGAPORE CITIZEN,,,14,B3,F9,B3,,,A2,A1,A2,B3,,,,,,B3,,,B3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180375,F,IP (Y),Science,SCHOOL Y,CHRISTIAN,SINGAPORE PR (MALAYSIAN),,1.55,6,A1,B3,,,,A1,A1,A1,A1,,,,,,,,,,,,A2,,,,,,,,,A1,,,,,,,,,,,,,,,,
20180376,M,DSA (CCA),Science,ST. ANDREW'S SECONDARY SCHOOL,CHRISTIAN,SINGAPORE CITIZEN,,,10,A2,,C6,,,A1,A1,A2,A2,,,,,,,,,,,,A2,,,,,,B3,,,,,,,,,,,,,,,,,,,
20180377,F,JAE Ordinary Admission,Arts,NAN CHIAU HIGH SCHOOL,NO RELIGION,SINGAPORE CITIZEN,,0,8,B3,A1,A1,,,A1,A1,B4,B4,,,,,,,,,A1,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,
20180378,M,IP (X),Science,SCHOOL X,TAOIST,SINGAPORE CITIZEN,,1.09,6,A2,A1,,,,A1,A1,A1,A1,A1,,,,,,,,,,,,,,,,A1,,,,,,,A1,,,,,,,,,,,,,
20180379,M,JAE Ordinary Admission,Science,CATHOLIC HIGH SCHOOL,ROMAN CATHOLICISM,SINGAPORE CITIZEN,,0,6,A1,C5,B3,,,A1,A1,A1,A2,A2,,,,,,,,,,A1,,,,,,,,A1,,,,,,,,,,,,,,,,,,
20180380,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,2.11,6,A2,B4,,,,A1,B4,A2,A1,A1,,,,,,,,B3,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,
20180381,M,JAE Ordinary Admission,Science,WEST SPRING SECONDARY SCHOOL,NO RELIGION,SINGAPORE CITIZEN,,0,6,A1,,B3,,,A1,A1,,,,A1,,,A1,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,
20180382,M,IP (X),Science,SCHOOL X,CHRISTIAN,SINGAPORE CITIZEN,,3,6,B3,B4,,,,A1,B3,A2,B4,B4,,,,,,,,,,,B3,,,,,,,,,,,,B3,,,,,,,,,,,,,
20180383,F,JAE Ordinary Admission,Arts,CRESCENT GIRLS' SCHOOL,NO RELIGION,SINGAPORE CITIZEN,,0,8,A1,B3,A2,,,A2,B3,,B3,A1,,,,,,,,A1,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,
20180384,M,JAE Ordinary Admission,Science,ST. JOSEPH'S INSTITUTION,NO RELIGION,SINGAPORE CITIZEN,,0,6,A1,,A1,,,A1,A1,A1,B3,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,
20180385,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,1.67,6,B3,A2,,,,A1,A1,A2,A1,,,,,,,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,
20180386,M,JAE Ordinary Admission,Arts,"SCHOOL OF SCIENCE AND TECHNOLOGY, SINGAPORE",CHRISTIAN,SINGAPORE CITIZEN,,0,9,A1,B3,A2,A2,,A2,A2,A1,A2,,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,
20180387,M,IP (X),Science,SCHOOL X,CHRISTIAN,SINGAPORE CITIZEN,,1.5,6,B3,A2,,,,A1,A1,A2,A1,A1,,,,,,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,
20180388,M,DSA (CCA),Science,CATHOLIC HIGH SCHOOL,ROMAN CATHOLICISM,SINGAPORE CITIZEN,,,12,A2,,C6,,,A1,A2,B3,A2,,,A1,,,,,,,,,,,,,,,B4,,,,,,,,,,,,,,,,,,,
20180389,F,JAE Ordinary Admission,Science,ANGLICAN HIGH SCHOOL,NO RELIGION,SINGAPORE CITIZEN,,0,6,A1,A2,A1,,,A1,A1,A1,A1,A1,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,
20180390,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,1.17,6,A1,A2,,,,A1,A1,A1,A1,A1,,,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,
20180391,F,IP (Y),Science,SCHOOL Y,CHRISTIAN,SINGAPORE CITIZEN,,2.94,6,B3,B3,,,,A2,B4,B4,B3,,,,,,,,,,,,A2,,,,,,,,,A1,,,,,,,,,,,,,,,,
20180392,F,IP (Y),Science,SCHOOL Y,CHRISTIAN,SINGAPORE CITIZEN,,1.33,6,A2,A2,,,,A1,A1,A1,A1,A1,,,,,,,,,,,,,,,,,,,,A1,,,,,B3,,,,,,,,,,,
20180393,F,DSA (CCA),Arts,TEMASEK SECONDARY SCHOOL,CHRISTIAN,SINGAPORE CITIZEN,,,7,A2,,C6,,,A1,A1,,,,A1,,,,,,,,,,A1,,,,,A2,,,A1,,,,,,,,,,,,,,,,,
20180394,F,IP (Y),Arts,SCHOOL Y,CHRISTIAN,SINGAPORE CITIZEN,,2.22,6,A1,A2,,,,A2,B4,,A1,A2,,,,,,,,A1,,A1,,,,,,,,,,,,,,,,,,,,,,,,,,
20180395,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,1.72,6,B3,A1,,,,A1,A1,B3,A1,,,,,,,,,,,A1,,,,,,,,,,A1,,,,,,,,,,,,,,,,
20180396,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,2.94,6,A2,A2,,,,B3,B3,B4,A2,B3,,,,,,,,,,,,,,,,,,,,B4,,,,,,,,,,,,,,,,
20180397,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,3.5,6,B4,A1,,,,A2,B3,C5,B4,B4,,,,,,,,,,,,,,,,,,,,B3,,,,,,,,,A1,,B4,,B4,,,
20180398,M,JAE Ordinary Admission,Science,CATHOLIC HIGH SCHOOL,NO RELIGION,SINGAPORE CITIZEN,,0,7,A1,B3,A1,,,A1,A1,A2,A1,A2,,,,,,,,,,A2,,,,,,,,A2,,,,,,,,,,,,,,,,,,
20180399,M,IP (X),Science,SCHOOL X,BUDDHIST,MALAYSIAN,,2,6,B3,A2,,,,A1,A2,B3,A1,A2,,,,,,,,,,,,,,,,,,,,,,,B3,,,,,,,,,,,,,
20180400,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,1.33,6,B3,A1,,,,A1,A1,A2,A1,A1,,,,,,,,,,,A1,,,,,,,,,,,,A1,,,,,,,,,,,,,
